Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash
SRR27026391;2/12/2023 5:55;2/12/2023 5:51;41878;18699678;41878;446;10;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026391/SRR27026391.lite.1;SRX22718310;NJ2021_ftWBB01_3_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709141;SAMN38110522;simple;1561972;seawater metagenome;112_095_211213_999_2946_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;319BB3C76EB8C4402BE57AB565DE25FF;1091A4325B989037F7FEFEA32A54369C
SRR27026390;2/12/2023 5:55;2/12/2023 5:52;73881;27958777;73881;378;14;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026390/SRR27026390.lite.1;SRX22718311;NJ2021_ftWBB01_3_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709143;SAMN38110523;simple;1561972;seawater metagenome;112_095_211213_999_2946_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;105DA5235E7821B5C8F730CD4AE6ECAC;360BB98AA3F6EC55861E5B33B6516FFA
SRR27026186;2/12/2023 5:49;2/12/2023 5:46;49718;22980300;49718;462;13;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026186/SRR27026186.lite.1;SRX22718071;NJ2021_ftWBB02b_2_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708902;SAMN38110548;simple;1561972;seawater metagenome;112_095_211213_999_2951_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;0EDCD802FDCE98796E091F21906BF711;79494A7CBF3F447915AD206F93C5D256
SRR27026185;2/12/2023 5:49;2/12/2023 5:46;89145;45815631;89145;513;28;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026185/SRR27026185.lite.1;SRX22718072;NJ2021_ftWBB02b_2_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708903;SAMN38110549;simple;1561972;seawater metagenome;112_095_211213_999_2951_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;8F50954230E687575EDDE88035F96646;D2A49FA29FCB56676F41ED72D8BB944D
SRR27026184;2/12/2023 5:49;2/12/2023 5:46;114111;49320035;114111;432;28;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026184/SRR27026184.lite.1;SRX22718073;NJ2021_ftWBB02b_2_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708904;SAMN38110550;simple;1561972;seawater metagenome;112_095_211213_999_2951_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;934073F0D6F53BAED441DA50EEA09BF6;333BAA7617D9D7CCE8893B309053579D
SRR27026505;2/12/2023 5:55;2/12/2023 5:51;7217;2933234;7217;406;1;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026505/SRR27026505.lite.1;SRX22718196;NJ2021_ftWT3bis_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709028;SAMN38110695;simple;1561972;seawater metagenome;112_095_211213_999_2955_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;6AB1E9F11A691DB36E6A4222903E62AF;5C130FB168E26AB50FE596FB85F13933
SRR27026504;2/12/2023 5:55;2/12/2023 5:51;2635;1198930;2635;455;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026504/SRR27026504.lite.1;SRX22718197;NJ2021_ftWT3bis_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709027;SAMN38110696;simple;1561972;seawater metagenome;112_095_211213_999_2955_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;C15531B24166A41C65C0E4FC19F55542;AA87A4C1E78FFC164B9081665198FBAC
SRR27026503;2/12/2023 5:55;2/12/2023 5:51;17525;7648116;17525;436;4;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026503/SRR27026503.lite.1;SRX22718198;NJ2021_ftWT3bis_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709029;SAMN38110697;simple;1561972;seawater metagenome;112_095_211213_999_2955_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;FCAEE993F67DD3024C078E935A1DF02D;EB02718075C962FE0255E2095269ABD0
SRR27026427;2/12/2023 5:55;2/12/2023 5:51;51551;22395221;51550;434;12;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026427/SRR27026427.lite.1;SRX22718274;NJ2021_ftGB01_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709105;SAMN38110425;simple;1561972;seawater metagenome;112_095_211213_999_2962_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;47ABB89EA7860E7431B49B4CE3562A5F;442768408ACF549CA676BB7014CF5393
SRR27026426;2/12/2023 5:55;2/12/2023 5:52;103738;49551201;103738;477;29;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026426/SRR27026426.lite.1;SRX22718275;NJ2021_ftGB01_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709107;SAMN38110426;simple;1561972;seawater metagenome;112_095_211213_999_2962_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;DCF6873FB3AE0BDD5E9105B1931B5505;24C74833EF7E73D903732D506FEF945B
SRR27026424;2/12/2023 5:55;2/12/2023 5:52;103494;46401957;103494;448;26;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026424/SRR27026424.lite.1;SRX22718277;NJ2021_ftGB01_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709109;SAMN38110427;simple;1561972;seawater metagenome;112_095_211213_999_2962_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;83ABD22F9A3EF5DBC9EE256F1D7034EE;8004FFE6A296E27CEC72F23B914D48F5
SRR27026475;2/12/2023 5:55;2/12/2023 5:51;5;2212;5;442;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27026/SRR27026475/SRR27026475.1;SRX22718226;NJ2021_neg_DNA_2_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709057;SAMN38110722;simple;256318;metagenome;112_095_211213_999_2968_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;1B68601E4A08DD455CD7E50F98BA4619;E6630A2389F581D4B1C936716CEDEC06
SRR27026474;2/12/2023 5:55;2/12/2023 5:51;1;536;1;536;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27026/SRR27026474/SRR27026474.1;SRX22718227;NJ2021_neg_DNA_2_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709058;SAMN38110723;simple;256318;metagenome;112_095_211213_999_2968_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;475030B7CA480A7FD1334374D794B718;F8971D3EA7A7539B4907F4EE1FFA082F
SRR27026473;2/12/2023 5:55;2/12/2023 5:51;7;3053;7;436;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27026/SRR27026473/SRR27026473.1;SRX22718228;NJ2021_neg_DNA_2_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709060;SAMN38110724;simple;256318;metagenome;112_095_211213_999_2968_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;1DB929E04015DA075B08AC0695AFEC1A;44299F3E909E7085CEFC69BE4C8F5B37
SRR27026120;2/12/2023 5:49;2/12/2023 5:45;1503;529549;1503;352;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026120/SRR27026120.lite.1;SRX22718137;NJ2021_38_2_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708968;SAMN38110377;simple;1561972;seawater metagenome;112_095_220128_999_2992_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;9D9C6D35387DFC30A6708D212CBEFFFE;959C83C76FEC94635E7BCB2F20EA6749
SRR27026119;2/12/2023 5:49;2/12/2023 5:45;8396;3607764;8396;429;2;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026119/SRR27026119.lite.1;SRX22718138;NJ2021_38_2_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708970;SAMN38110378;simple;1561972;seawater metagenome;112_095_220128_999_2992_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;360D2E9A909CFE18E1503E169BF5573F;97AD870A08E04BD379CD2B92B593AC27
SRR27026118;2/12/2023 5:49;2/12/2023 5:45;6416;2576633;6416;401;1;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026118/SRR27026118.lite.1;SRX22718139;NJ2021_38_2_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708969;SAMN38110379;simple;1561972;seawater metagenome;112_095_220128_999_2992_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;A380AA1EB8FFCFFC0EB17A1E1D109BFC;BC9FFA19A0608C146DA536B9062A6815
SRR27026136;2/12/2023 5:49;2/12/2023 5:46;27225;10276798;27225;377;5;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026136/SRR27026136.lite.1;SRX22718121;NJ2021_3_3_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708952;SAMN38110362;simple;1561972;seawater metagenome;112_095_220128_999_2994_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;778A7D0911B249E22DACEF1363BD4D29;B03EF36FE4FFCEF5956455019E6BF3A0
SRR27026135;2/12/2023 5:49;2/12/2023 5:46;57569;26752652;57569;464;15;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026135/SRR27026135.lite.1;SRX22718122;NJ2021_3_3_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708953;SAMN38110363;simple;1561972;seawater metagenome;112_095_220128_999_2994_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;B38FFD2A835358B283A9D9BAEC891725;63B8D12D497AAA56B41B6CBAFFD02617
SRR27026134;2/12/2023 5:49;2/12/2023 5:46;77516;28146234;77513;363;14;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026134/SRR27026134.lite.1;SRX22718123;NJ2021_3_3_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708954;SAMN38110364;simple;1561972;seawater metagenome;112_095_220128_999_2994_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;444029D39FACFC5A534B36BB3B5597F5;A5462877AAC622D27BB291AC617159CA
SRR27026126;2/12/2023 5:50;2/12/2023 5:48;4034;1754944;4034;435;1;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026126/SRR27026126.lite.1;SRX22718131;NJ2021_37_3_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708962;SAMN38110371;simple;1561972;seawater metagenome;112_095_220128_999_2996_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;52B35BD1F58052A928254624E0014954;2EC6109B5E1C03B8171C74471D4ED04E
SRR27026125;2/12/2023 5:49;2/12/2023 5:45;449;219454;449;488;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026125/SRR27026125.lite.1;SRX22718132;NJ2021_37_3_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708963;SAMN38110372;simple;1561972;seawater metagenome;112_095_220128_999_2996_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;D0D2C54D43A09BE0F9310893DF2A1EDD;D04B88898FCDD45314B3499BB9BDB88C
SRR27026124;2/12/2023 5:49;2/12/2023 5:45;11370;4760128;11370;418;2;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026124/SRR27026124.lite.1;SRX22718133;NJ2021_37_3_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708964;SAMN38110373;simple;1561972;seawater metagenome;112_095_220128_999_2996_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;32DE24809EC617CBAE442950CDE6DD9A;B1351645A73027A90A97EC69288CDDA7
SRR27026123;2/12/2023 5:49;2/12/2023 5:46;47998;17614866;47996;366;9;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026123/SRR27026123.lite.1;SRX22718134;NJ2021_38_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708966;SAMN38110374;simple;1561972;seawater metagenome;112_095_220128_999_2997_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;8092764A2E0A1EF547847A559B0E1F43;3E179F26D47F082F529F47E9295A7A75
SRR27026122;2/12/2023 5:55;2/12/2023 5:51;61926;22436333;61926;362;12;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026122/SRR27026122.lite.1;SRX22718135;NJ2021_38_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708965;SAMN38110375;simple;1561972;seawater metagenome;112_095_220128_999_2997_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;43B4A6ED6AA69FC05BAB4CE34DC6ABB6;F67126CBCA94CAC15240E5951A67A0D3
SRR27026121;2/12/2023 5:49;2/12/2023 5:46;80552;30069088;80552;373;16;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026121/SRR27026121.lite.1;SRX22718136;NJ2021_38_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708967;SAMN38110376;simple;1561972;seawater metagenome;112_095_220128_999_2997_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;290F01A9786F37B3B98DF5CC84082231;C311C149595F84F8CF9132F5DE4BFA17
SRR27026117;2/12/2023 5:49;2/12/2023 5:46;39902;17285785;39902;433;10;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026117/SRR27026117.lite.1;SRX22718140;NJ2021_38_3_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708971;SAMN38110380;simple;1561972;seawater metagenome;112_095_220128_999_3000_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;B07F3C6B1042DB365DC5787802961E21;8394021241659E1C58F5DBBBC1E2BD9E
SRR27026235;2/12/2023 5:49;2/12/2023 5:47;82488;39456724;82488;478;23;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026235/SRR27026235.lite.1;SRX22718022;NJ2021_38_3_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708853;SAMN38110381;simple;1561972;seawater metagenome;112_095_220128_999_3000_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;2B42D6977B63F4DFD0221BB42F52C33D;96606AB87B6A9E4689EF5BBFE5E3FF12
SRR27026234;2/12/2023 5:49;2/12/2023 5:47;76771;30637249;76770;399;17;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026234/SRR27026234.lite.1;SRX22718023;NJ2021_38_3_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708855;SAMN38110382;simple;1561972;seawater metagenome;112_095_220128_999_3000_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;E452B334585164CBF7BA7FB11A6FF16B;B88CD4EEEA987EA0209F160C9F9F28CE
SRR27026439;2/12/2023 5:55;2/12/2023 5:51;11275;5119400;11275;454;3;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026439/SRR27026439.lite.1;SRX22718262;NJ2021_3_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709093;SAMN38110356;simple;1561972;seawater metagenome;112_095_220128_999_3001_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;C763CB823E76565634590199D8FF43C7;C05B7583B93DC547F7C0322418310A0B
SRR27026438;2/12/2023 5:55;2/12/2023 5:51;39460;19742727;39460;500;12;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026438/SRR27026438.lite.1;SRX22718263;NJ2021_3_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709094;SAMN38110357;simple;1561972;seawater metagenome;112_095_220128_999_3001_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;C17CA9DD89E0EBC4232BC7D3255625F6;1A02AC658658BE703FF160C284F4C63E
SRR27026437;2/12/2023 5:55;2/12/2023 5:51;21754;8947659;21753;411;5;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026437/SRR27026437.lite.1;SRX22718264;NJ2021_3_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709096;SAMN38110358;simple;1561972;seawater metagenome;112_095_220128_999_3001_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;6F2942B221DD0EE235F6BBBA216E2274;59D87741CA8FE2F00A0E8DF3C2C3F840
SRR27026233;2/12/2023 5:49;2/12/2023 5:46;10318;4324672;10318;419;2;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026233/SRR27026233.lite.1;SRX22718024;NJ2021_6_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708854;SAMN38110383;simple;1561972;seawater metagenome;112_095_220128_999_3003_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;F688B72172B50DE3B3E372577A802E7C;489A5700ABF9FC39ACC40BAC1A054A76
SRR27026232;2/12/2023 5:49;2/12/2023 5:47;30125;14927435;30125;495;9;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026232/SRR27026232.lite.1;SRX22718025;NJ2021_6_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708856;SAMN38110384;simple;1561972;seawater metagenome;112_095_220128_999_3003_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;5DDA88419A6E7ACB69B72563E023564F;C4235C54F10A16ADB6BAD213A782C659
SRR27026231;2/12/2023 5:49;2/12/2023 5:46;20581;7937105;20581;385;4;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026231/SRR27026231.lite.1;SRX22718026;NJ2021_6_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708857;SAMN38110385;simple;1561972;seawater metagenome;112_095_220128_999_3003_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;7AF0A091B6079D0C5BABE9A8FAE3E91F;31C8BFC244FAAD96450152B2E293B767
SRR27026559;2/12/2023 5:55;2/12/2023 5:51;19880;10152882;19880;510;6;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026559/SRR27026559.lite.1;SRX22718142;NJ2021_1_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708973;SAMN38110311;simple;1561972;seawater metagenome;112_095_220128_999_3005_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;692F30B5074ACB477029E5423B3D6349;B8435BEF745EAEB342C653FEBA2606C1
SRR27026558;2/12/2023 5:55;2/12/2023 5:52;64384;33282363;64384;516;20;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026558/SRR27026558.lite.1;SRX22718143;NJ2021_1_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708974;SAMN38110312;simple;1561972;seawater metagenome;112_095_220128_999_3005_455_02_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;CAA8C36294A67DE57F8766D970775435;448350CB78CBA9775D6AE99BBB5BE66D
SRR27026398;2/12/2023 5:55;2/12/2023 5:51;37877;19128830;37876;505;11;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026398/SRR27026398.lite.1;SRX22718303;NJ2021_1_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19709134;SAMN38110313;simple;1561972;seawater metagenome;112_095_220128_999_3005_455_03_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;03A1C4A43BD1500BB5224F2DDD6CA68F;7641D889FF1C4525B294E590CDED70B9
SRR27026227;2/12/2023 5:49;2/12/2023 5:47;42602;21067087;42602;494;12;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR027/27026/SRR27026227/SRR27026227.lite.1;SRX22718030;NJ2021_6_3_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS19708861;SAMN38110389;simple;1561972;seawater metagenome;112_095_220128_999_3009_455_01_3331;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1761605;;public;092B4D60128252ACF624B3BAC6100925;23B491D2578A9D68F53136B414A9158A
