Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;BioSampleModel;Bytes;Center Name;Collection_Date;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Depth;env_broad_scale;env_local_scale;env_medium;Experiment;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;Instrument;lat_lon;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Repeat_experiment;create_date;version;samp_collect_device;samp_mat_process;samp_size;samp_vol_we_dna_ext;Sample Name;size_frac;SRA Study;neg_cont_type;tot_depth_water_col;silicate;samp_store_dur;samp_store_loc;samp_store_temp
SRR27452951;AMPLICON;515;16451220;PRJNA1032405;SAMN38357895;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;9710604;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124702;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4381 N 3.18118 E;ft7105_bottom_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft7105_bottom_2_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;220;112_099_221129_999_3426_460_01_3841;0,45;SRP475428;not applicable;5,7;;;;
SRR27452952;AMPLICON;507;5075;PRJNA1032405;SAMN38357894;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;66905;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/10/2022;public;fastq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124701;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4381 N 3.18118 E;ft7105_bottom_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft7105_bottom_1_3;2024-01-08T06:18:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;230;112_099_221129_999_3425_460_03_3841;0,45;SRP475428;not applicable;5,7;;;;
SRR27452953;AMPLICON;519;8830;PRJNA1032405;SAMN38357893;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;72163;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/10/2022;public;fastq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124700;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4381 N 3.18118 E;ft7105_bottom_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft7105_bottom_1_2;2024-01-08T06:18:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;230;112_099_221129_999_3425_460_02_3841;0,45;SRP475428;not applicable;5,7;;;;
SRR27452954;AMPLICON;522;1568;PRJNA1032405;SAMN38357892;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;63050;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;1/10/2022;public;fastq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124699;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4381 N 3.18118 E;ft7105_bottom_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft7105_bottom_1_1;2024-01-08T06:18:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;230;112_099_221129_999_3425_460_01_3841;0,45;SRP475428;not applicable;5,7;;;;
SRR27452955;AMPLICON;393;7505127;PRJNA1032405;SAMN38357891;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4010884;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124698;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_5_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1920;112_099_221209_999_3439_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452956;AMPLICON;414;862240;PRJNA1032405;SAMN38357890;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;519472;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124697;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_5_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_5_2;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1920;112_099_221209_999_3439_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452957;AMPLICON;421;11422167;PRJNA1032405;SAMN38357770;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;6519933;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124696;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.15651 N 2.60694 E;ft115bis_bottom_5_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft115bis_bottom_5_2;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;950;112_099_221201_999_3488_460_02_3841;0,45;SRP475428;not applicable;11,1;;;;
SRR27452958;AMPLICON;383;1046333;PRJNA1032405;SAMN38357889;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;598167;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124695;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_5_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1920;112_099_221209_999_3439_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452959;AMPLICON;449;762257;PRJNA1032405;SAMN38357888;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;487234;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124694;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_4_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1870;112_099_221207_999_3438_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452960;AMPLICON;489;858486;PRJNA1032405;SAMN38357887;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;551355;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124693;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_4_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_4_2;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1870;112_099_221207_999_3438_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452961;AMPLICON;461;829719;PRJNA1032405;SAMN38357886;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;523241;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124692;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_4_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1870;112_099_221207_999_3438_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452962;AMPLICON;390;6164569;PRJNA1032405;SAMN38357885;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3325739;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124691;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_3_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_3_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1975;112_099_221206_999_3437_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452963;AMPLICON;497;6774111;PRJNA1032405;SAMN38357884;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3943246;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124690;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_3_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_3_2;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1975;112_099_221206_999_3437_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452964;AMPLICON;448;4097099;PRJNA1032405;SAMN38357883;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2340110;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124689;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_3_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1975;112_099_221206_999_3437_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452965;AMPLICON;455;67374966;PRJNA1032405;SAMN38357882;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;37429413;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124688;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_2_3;2024-01-08T06:20:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1860;112_099_221125_999_3436_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452966;AMPLICON;494;63616026;PRJNA1032405;SAMN38357881;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;35933482;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124687;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_2_2;2024-01-08T06:20:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1860;112_099_221125_999_3436_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452967;AMPLICON;463;76348148;PRJNA1032405;SAMN38357880;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;42056480;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124686;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_2_1;2024-01-08T06:20:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1860;112_099_221125_999_3436_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452968;AMPLICON;386;5102574;PRJNA1032405;SAMN38357769;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2886172;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124685;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.15651 N 2.60694 E;ft115bis_bottom_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft115bis_bottom_5_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;950;112_099_221201_999_3488_460_01_3841;0,45;SRP475428;not applicable;11,1;;;;
SRR27452969;AMPLICON;408;2125915;PRJNA1032405;SAMN38357879;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1195490;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124684;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_1_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1870;112_099_221125_999_3435_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452970;AMPLICON;407;3267705;PRJNA1032405;SAMN38357878;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1795053;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124683;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_1_2;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1870;112_099_221125_999_3435_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452971;AMPLICON;403;1311777;PRJNA1032405;SAMN38357877;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;762712;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;surface;marine;Offshore;seawater;SRX23124682;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_surface_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_surface_1_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1870;112_099_221125_999_3435_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452972;AMPLICON;396;1527273;PRJNA1032405;SAMN38357876;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;864832;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124681;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_5_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1910;112_099_221125_999_3444_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452973;AMPLICON;439;757298;PRJNA1032405;SAMN38357875;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;477352;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124680;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_5_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_5_2;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1910;112_099_221125_999_3444_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452974;AMPLICON;405;1719157;PRJNA1032405;SAMN38357874;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;960647;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124679;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_5_1;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1910;112_099_221125_999_3444_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452975;AMPLICON;421;32368657;PRJNA1032405;SAMN38357873;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;17458745;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124678;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_4_3;2024-01-08T06:20:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1940;112_099_221206_999_3443_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452976;AMPLICON;452;19015533;PRJNA1032405;SAMN38357872;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;10417124;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124677;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_4_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_4_2;2024-01-08T06:20:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1940;112_099_221206_999_3443_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452977;AMPLICON;429;15691272;PRJNA1032405;SAMN38357871;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;8401380;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124676;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_4_1;2024-01-08T06:20:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1940;112_099_221206_999_3443_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452978;AMPLICON;387;1708613;PRJNA1032405;SAMN38357870;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;944937;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124675;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_3_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_3_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1910;112_099_221208_999_3442_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452979;AMPLICON;442;3911362;PRJNA1032405;SAMN38357768;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2265080;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;6/10/2022;public;run.zq,sra,fastq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX23124674;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.15651 N 2.60694 E;ft115bis_bottom_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft115bis_bottom_4_3;2024-01-08T06:19:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;900;112_099_221201_999_3487_460_03_3841;0,45;SRP475428;not applicable;11,1;;;;
SRR27452980;AMPLICON;424;903680;PRJNA1032405;SAMN38357869;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;547289;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124673;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_3_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_3_2;2024-01-08T06:22:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1910;112_099_221208_999_3442_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452981;AMPLICON;380;539139;PRJNA1032405;SAMN38357868;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;333491;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124672;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_3_1;2024-01-08T06:22:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1910;112_099_221208_999_3442_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452982;AMPLICON;425;7424761;PRJNA1032405;SAMN38357867;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4025041;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124671;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_2_3;2024-01-08T06:23:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1930;112_099_221207_999_3441_460_03_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452983;AMPLICON;445;4383098;PRJNA1032405;SAMN38357866;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2407170;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124670;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_2_2;2024-01-08T06:23:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1930;112_099_221207_999_3441_460_02_3841;0,45;SRP475428;not applicable;30,6;;;;
SRR27452984;AMPLICON;403;1786786;PRJNA1032405;SAMN38357865;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;982225;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;2/10/2022;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore;seawater;SRX23124669;Belgium;Europe;Belgium:North Sea;Illumina MiSeq;51.4815 N 2.4509 E;ft421_bottom_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2024-01-08T00:00:00Z;ft421_bottom_2_1;2024-01-08T06:23:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1930;112_099_221207_999_3441_460_01_3841;0,45;SRP475428;not applicable;30,6;;;;
